domain,stableId,fieldId,english,candidateSpanish,status,sourceDigest,exemptionEligible,source,reviewDecision,reviewNotes
site,catalog.legacy.f9f33b667ca8f469,value,Submit Feedback,Enviar comentarios,needs_review,ac49f33b256232996e27acb973c72f00de1adb792a76d0a6f2b4fe09a60308af,false,checked_in_legacy_catalog,,
site,catalog.legacy.f9ffab3c94da85d7,value,View Services,Ver servicios,needs_review,8fb84f99146a176ae85378c0cb1c48f413dc1f82ef9b8a4695837fd67804600b,false,checked_in_legacy_catalog,,
site,catalog.legacy.fb989b963103cdc6,value,"Submitting the form creates a confirmation request, not an active subscription. Every newsletter includes an unsubscribe link.","Enviar el formulario crea una solicitud de confirmación, no una suscripción activa. Cada boletín incluye un enlace para cancelar la suscripción.",needs_review,37f695b46c2051f5af08e9018ecd9df1efaed1acbfaa68f72b3b30b989226170,false,checked_in_legacy_catalog,,
site,community.cards.constituent-conversations.body,value,"Contact the district office to share a concern, ask a question, or request help with a state matter.","Comuníquese con la oficina del distrito para compartir una inquietud, hacer una pregunta o solicitar ayuda con un asunto estatal.",needs_review,c11f0859f93e7843ee081a5a941f69f7799e1ca26389452bb1ba4d8aa6f84916,false,public_html:/community,,
site,community.cards.constituent-conversations.link,label,Open,Abrir,needs_review,7880531e09e103c04cbd64c078eea67a0cd9c373a278c79cb97494825c287af7,false,public_html:/community,,
site,community.cards.constituent-conversations.title,value,Constituent Conversations,Conversaciones con residentes,needs_review,32104c1442052741ff4b9213cfec5fb5e1ef1ea7399c327172e592906338e054,false,public_html:/community,,
site,community.cards.graduation-youth.body,value,The official roster lists Assemblywoman Morales as Chair of the Assembly Higher Education Committee.,El registro oficial identifica a la asambleísta Morales como presidenta del Comité de Educación Superior de la Asamblea.,needs_review,9947a004780b403de268112bb58fd87fe7440fb346aa4d9867cced4da5dec385,false,public_html:/community,,
site,community.cards.graduation-youth.link,label,Open,Abrir,needs_review,7880531e09e103c04cbd64c078eea67a0cd9c373a278c79cb97494825c287af7,false,public_html:/community,,
site,community.cards.graduation-youth.title,value,Schools and Youth,Escuelas y juventud,needs_review,f7d6416fc6f19de7fbcd63f9c0629c96225bd896aa2eb6811f6d23ce646eb076,false,public_html:/community,,
site,community.cards.small-business-roundtables.body,value,District conversations can help residents and business owners identify state resources and share policy concerns.,Las conversaciones del distrito pueden ayudar a residentes y propietarios de negocios a identificar recursos estatales y compartir inquietudes sobre políticas públicas.,needs_review,78c9ac00231da62c9a554fc677b2f6c31293170031cb85fe823b943e06ac1e3d,false,public_html:/community,,
site,community.cards.small-business-roundtables.link,label,Open,Abrir,needs_review,7880531e09e103c04cbd64c078eea67a0cd9c373a278c79cb97494825c287af7,false,public_html:/community,,
site,community.cards.small-business-roundtables.title,value,Small Business Conversations,Conversaciones con pequeños negocios,needs_review,31c8301aed69a0d70a8e1b59a9d2280803b539eeb4469653e4f53a28cbd7affa,false,public_html:/community,,
site,community.features.body,value,Use these links for current public information or contact the district office at (973) 450-0484.,Use estos enlaces para consultar información pública vigente o comuníquese con la oficina del distrito al (973) 450-0484.,needs_review,53776ae6af97f79ac512438b9f2db8db0302a328892f4c22c9e48a1e15751f2c,false,public_html:/community,,
site,community.features.eyebrow,value,Page Resources,Recursos de la página,needs_review,e13668e00d5b45bce671c3b18ca7734425255d25eb8d32a7b2e5a55cdd66f8ba,false,public_html:/community,,
site,community.features.title,value,Verified paths for District 34 residents,Recursos verificados para residentes del Distrito 34,needs_review,bf81c696432dc2fc9aba49babce5ff454920e0e55a54e8897a00529cd25471fe,false,public_html:/community,,
site,community.hero.body,value,"District 34 includes Belleville, Bloomfield, East Orange, Glen Ridge, Nutley, and Orange in Essex County.","El Distrito 34 incluye Belleville, Bloomfield, East Orange, Glen Ridge, Nutley y Orange en el condado de Essex.",needs_review,a3aa3a3b3ecd0036d0d2749413c35a39e60288e197e57d074099db891bd78b95,false,public_html:/community,,
site,community.hero.eyebrow,value,Community,Comunidad,needs_review,6eedae4c355b3bd8b901d7617dc0967fc5db3451809c6b298bee2c4b78f782ac,false,public_html:/community,,
site,community.hero.primary-cta,label,Contact the Office,Contactar a la oficina,needs_review,f22cb79c2d8cc19521dca6f4a770ad51a5dfb17f95d5e6cabfb4db208fa56648,false,public_html:/community,,
site,community.hero.secondary-cta,label,Get Updates,Recibir actualizaciones,needs_review,ed4c3d6bb2ac7925039fa753c656547d18590799b716e314704237dcf1a11d8f,false,public_html:/community,,
site,community.hero.title,value,Around District 34,En el Distrito 34,needs_review,9d48935357554456133a06b13a20f0914b8325a56960e1eb7c9ae3a2ead1df45,false,public_html:/community,,
site,contact.cards.community-requests.body,value,You can also use the official New Jersey Legislature contact form for the Assemblywoman.,También puede usar el formulario de contacto oficial de la Legislatura de Nueva Jersey para comunicarse con la asambleísta.,needs_review,5edfcc5e017087f85e62c71597ba8e60901bd74cf996f680aef414ff111ca83b,false,public_html:/contact,,
site,contact.cards.community-requests.link,label,Open,Abrir,needs_review,7880531e09e103c04cbd64c078eea67a0cd9c373a278c79cb97494825c287af7,false,public_html:/contact,,
site,contact.cards.community-requests.title,value,Legislative Contact Form,Formulario de contacto legislativo,needs_review,65281adbc9061aecc0ed4434414ced56adfeb50061e914cdb2a8ad4c081eeaf0,false,public_html:/contact,,
site,contact.cards.district-office.body,value,"152 Franklin Street, Belleville, NJ 07109","152 Franklin Street, Belleville, NJ 07109",needs_review,3c124e54bdb3912dfd6597ebb00980f42dcf7173cc491a5dc27696659b114228,true,public_html:/contact,,
site,contact.cards.district-office.title,value,District Office,Oficina del distrito,needs_review,01a8c20cc4f826866b2f81f83ec586457fe99bf8ce8a8fe7dabc6f66c9fac57f,false,public_html:/contact,,
site,contact.cards.send-message.body,value,Speak with the district office at (973) 450-0484.,Hable con la oficina del distrito llamando al (973) 450-0484.,needs_review,7da54d9bcf83f5075f94465bb54a78a367cfb17a319a36b6bb30b4ff774f8361,false,public_html:/contact,,
site,contact.cards.send-message.link,label,Open,Abrir,needs_review,7880531e09e103c04cbd64c078eea67a0cd9c373a278c79cb97494825c287af7,false,public_html:/contact,,
site,contact.cards.send-message.title,value,Call the Office,Llamar a la oficina,needs_review,bfce2fd570e56d895864cfa1c173c9f8b7d23bcaf09b93fede5cc41b5f3fbcd6,false,public_html:/contact,,
site,contact.features.body,value,Use these links for current public information or contact the district office at (973) 450-0484.,Use estos enlaces para consultar información pública vigente o comuníquese con la oficina del distrito al (973) 450-0484.,needs_review,53776ae6af97f79ac512438b9f2db8db0302a328892f4c22c9e48a1e15751f2c,false,public_html:/contact,,
site,contact.features.eyebrow,value,Page Resources,Recursos de la página,needs_review,e13668e00d5b45bce671c3b18ca7734425255d25eb8d32a7b2e5a55cdd66f8ba,false,public_html:/contact,,
site,contact.features.title,value,Verified paths for District 34 residents,Recursos verificados para residentes del Distrito 34,needs_review,bf81c696432dc2fc9aba49babce5ff454920e0e55a54e8897a00529cd25471fe,false,public_html:/contact,,
site,contact.form.body,value,Online submission is shown only when an approved form revision and verification service are available.,,missing,1619486bf110eba0314338c0d90185d0792131b5bced62d86efdb02a84b6481b,false,public_html:/contact,,
site,contact.form.eyebrow,value,Resident Form,Formulario para residentes,needs_review,99bc14241108e6d37953086cb0b1ad5ff58d551020a3be30fc32f3aa92c44c30,false,public_html:/contact,,
site,contact.form.title,value,District office intake,,missing,c1a77c0826aadf4defd715cfa2af3ebd1056de1a64f32b2aeffa61929d981b76,false,public_html:/contact,,
site,contact.hero.body,value,"152 Franklin Street, Belleville, NJ 07109. Call (973) 450-0484 for district office assistance.","152 Franklin Street, Belleville, NJ 07109. Llame al (973) 450-0484 para recibir asistencia de la oficina del distrito.",needs_review,a963326b565ce44e9f591b86e3688fe58946e10371aa5ec84ee0b7414c2ae512,false,public_html:/contact,,
site,contact.hero.eyebrow,value,Office Access,Acceso a la oficina,needs_review,4fb0116ae74c43c3c91d47f19cc849a3249173099f344f5d4310e6eaae1af49d,false,public_html:/contact,,
site,contact.hero.primary-cta,label,Contact the Office,Contactar a la oficina,needs_review,f22cb79c2d8cc19521dca6f4a770ad51a5dfb17f95d5e6cabfb4db208fa56648,false,public_html:/contact,,
site,contact.hero.secondary-cta,label,Get Updates,Recibir actualizaciones,needs_review,ed4c3d6bb2ac7925039fa753c656547d18590799b716e314704237dcf1a11d8f,false,public_html:/contact,,
site,contact.hero.title,value,Contact the District Office,Contactar a la oficina del distrito,needs_review,464b978d4ebc6386255afd0e4523a87ece4c3f53fc66943fbd069cd884e81017,false,public_html:/contact,,
site,global.accessibility.skip,value,Skip to content,Saltar al contenido,needs_review,cd982a447c7a52631781015fb0b8f4900666caa12a8859062ee3a7c77871ecdd,false,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.contact,value,Contact Office,Contactar a la oficina,needs_review,695aa8574d2197a1c0aafd72cfb3a7e3790b276b5ccb1dbd0842c46033536344,false,checked_in_stable_catalog,,
site,global.footer.access-body,value,"152 Franklin Street, Belleville, NJ 07109","152 Franklin Street, Belleville, NJ 07109",needs_review,3c124e54bdb3912dfd6597ebb00980f42dcf7173cc491a5dc27696659b114228,true,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.footer.access-title,value,Office Access,Acceso a la oficina,needs_review,4fb0116ae74c43c3c91d47f19cc849a3249173099f344f5d4310e6eaae1af49d,false,"checked_in_public_catalog,public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.footer.communication-body,template,Call {phone} for district office assistance.,Llame al {phone} para recibir asistencia de la oficina del distrito.,needs_review,38c5d26831be9525018457e616782fc147fa8bf96a2b59d8af4da478f367ccd3,false,checked_in_public_catalog,,
site,global.footer.communication-body,value,Call (973) 450-0484 for district office assistance.,,missing,ecb8af464291b10c13dfd443b3572cb65580ba63576db113892764d645d7c1bb,false,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.footer.privacy,value,Privacy,Privacidad,needs_review,0bc3328c79cb72cab80b94eca35c3fb771b6db0231c61dd8f72264ed0e340351,false,checked_in_public_catalog,,
site,global.footer.sections-title,value,Site Sections,Secciones del sitio,needs_review,feb33e4a9922d47b46745e63801f79bc2c13c06fd9ed4ace3053a2f2f17c636d,false,"checked_in_public_catalog,public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.footer.staff-portal,value,Staff Portal,Portal del personal,needs_review,e6379ecda2cfa665c84b34a7078b05441042d3fbab079624b9145db002001871,false,checked_in_public_catalog,,
site,global.header.brand,value,Office of Assemblywoman Carmen Theresa Morales,Office of Assemblywoman Carmen Theresa Morales,needs_review,0777ca344c8559adca574a62bc0a92d3ff537fe2fd3b0947f14ada877e0f2ee4,true,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.header.contact,label,Contact Office,Contactar a la oficina,needs_review,05b6098be6b0613a484c9ac8b0fd4d8fd68cb9108300eb6aab8f8d2b62d5f42d,false,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.header.contact,value,Contact Office,Contactar a la oficina,needs_review,695aa8574d2197a1c0aafd72cfb3a7e3790b276b5ccb1dbd0842c46033536344,false,checked_in_public_catalog,,
site,global.header.mobile-navigation,value,Mobile navigation,Navegación móvil,needs_review,1fd41a5ff10588216401f1848cad1b1020acb9ffe446f99f6d8b1ca371609f29,false,checked_in_public_catalog,,
site,global.header.open-menu,value,Open menu,Abrir menú,needs_review,d9b493b86f864246c512ee4158b24c6a60cd92ebdfdb4ad96e425c2b95da9a94,false,checked_in_public_catalog,,
site,global.header.primary-navigation,value,Primary navigation,Navegación principal,needs_review,0903a87c05a6ab0b33a4167bd5f8c5671df4047f91b8f75ffa069485cdec0462,false,checked_in_public_catalog,,
site,global.language.change-to-en,value,View site in English,View site in English,needs_review,b8d110c9e3b9b89da470b9b02f789927d71365e800a41325a734773f595878e4,true,checked_in_public_catalog,,
site,global.language.change-to-es,value,View site in Spanish,Ver el sitio en español,needs_review,0fa885487c05ac8eb7ed5e35658d9fa333cbaa80fa0f2ce5db4842e889e35002,false,checked_in_public_catalog,,
site,global.language.english,value,English,English,needs_review,60b30858307857ea5432121bc40f04df5689117603cd438992f5f01fb459cfa2,true,checked_in_public_catalog,,
site,global.language.spanish,value,Spanish,Español,needs_review,582bb31457a3d740eec6132b9302d5991439208e1eacdcce2c81ef85b7080477,false,checked_in_public_catalog,,
site,global.navigation.about,value,About,Acerca de,needs_review,a9d209935ae379c103e206a0f3eaa6a0cf7f6cfeb250fc657fae58d9fd5ccd4a,false,checked_in_public_catalog,,
site,global.navigation.about.label,value,About,Acerca de,needs_review,a9d209935ae379c103e206a0f3eaa6a0cf7f6cfeb250fc657fae58d9fd5ccd4a,false,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.navigation.about.link,label,About,Acerca de,needs_review,fe36b9ad1982762a56d4348309bd6ab1154f3d5c08f6f810952448d3d0038a5b,false,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.navigation.community,value,Community,Comunidad,needs_review,6eedae4c355b3bd8b901d7617dc0967fc5db3451809c6b298bee2c4b78f782ac,false,checked_in_public_catalog,,
site,global.navigation.community.label,value,Community,Comunidad,needs_review,6eedae4c355b3bd8b901d7617dc0967fc5db3451809c6b298bee2c4b78f782ac,false,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.navigation.community.link,label,Community,Comunidad,needs_review,96a2b89974cc57efebc4fbf516567cb98d7420f69cf5d688c6690e836fde4bcc,false,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.navigation.contact,value,Contact,Contacto,needs_review,0a005fed4e7a91b76f9538cc810f2fbf755601e282d0eee21f5c322082097340,false,checked_in_public_catalog,,
site,global.navigation.contact.label,value,Contact,Contacto,needs_review,0a005fed4e7a91b76f9538cc810f2fbf755601e282d0eee21f5c322082097340,false,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.navigation.contact.link,label,Contact,Contacto,needs_review,938142ebbde244f4f5ad4f05122392b40504827fc34333d0d98d020eb70b14d3,false,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.navigation.home,value,Home,Inicio,needs_review,faf853c6cfdaefb5bfc9916c4af9768a202afcc7c884560fa3c3a93a3ac5b68e,false,checked_in_public_catalog,,
site,global.navigation.home.label,value,Home,Inicio,needs_review,faf853c6cfdaefb5bfc9916c4af9768a202afcc7c884560fa3c3a93a3ac5b68e,false,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.navigation.home.link,label,Home,Inicio,needs_review,18b4a2fa41436738fe9a0b7e093bd82311d8c90453c1e34eed68ba876125442c,false,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.navigation.news,value,News & Updates,Noticias y novedades,needs_review,23407d132b350741d5d6c03dd542cac80a2189ca2ad62d4419ff9dc0d98a8f5e,false,checked_in_public_catalog,,
site,global.navigation.news.label,value,News & Updates,Noticias y novedades,needs_review,23407d132b350741d5d6c03dd542cac80a2189ca2ad62d4419ff9dc0d98a8f5e,false,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.navigation.news.link,label,News & Updates,Noticias y novedades,needs_review,79f07dc402ece335b6fb24c8e72ac8a1ed7355949e787a302334d399a9299459,false,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.navigation.newsletter,value,Newsletter,Boletín,needs_review,db067979a78114bc1210a1c0cf4747b0e8c7e25d6834dc284497832bcc3d78a6,false,checked_in_public_catalog,,
site,global.navigation.newsletter.label,value,Newsletter,Boletín,needs_review,db067979a78114bc1210a1c0cf4747b0e8c7e25d6834dc284497832bcc3d78a6,false,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.navigation.newsletter.link,label,Newsletter,Boletín,needs_review,fdcd6c650b70e57245bc6700faa46f0f24671105a8182520a2a7cf390b786fff,false,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.navigation.resources,value,Resources,Recursos,needs_review,67c0a8c04ac341803311353fe5677fdaa349f9d226064dcc674ef7b90d647290,false,checked_in_public_catalog,,
site,global.navigation.resources.label,value,Resources,Recursos,needs_review,67c0a8c04ac341803311353fe5677fdaa349f9d226064dcc674ef7b90d647290,false,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.navigation.resources.link,label,Resources,Recursos,needs_review,f137f5ecefdc2bb480c573c625c0ecc72bfa358e89f52a46ce65fbea33e2ab3a,false,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.navigation.social,value,Social,Redes sociales,needs_review,a9692250d71204cf8b5d2b0ec7f29729c2bd6b526e254fbf888ddf040a28bdad,false,checked_in_public_catalog,,
site,global.navigation.social.label,value,Social,Redes sociales,needs_review,a9692250d71204cf8b5d2b0ec7f29729c2bd6b526e254fbf888ddf040a28bdad,false,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.navigation.social.link,label,Social,Redes sociales,needs_review,93ba276d877d29f98ddc56bb64d9203041fe582ac9aa8ef63e53987a8f022ea6,false,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.navigation.survey,value,Survey,Encuesta,needs_review,29f6ccd45ef6ad568a7e108e12b3c042ea4295b5c035c94a32b00e8295081b9e,false,checked_in_public_catalog,,
site,global.navigation.survey.label,value,Survey,Encuesta,needs_review,29f6ccd45ef6ad568a7e108e12b3c042ea4295b5c035c94a32b00e8295081b9e,false,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.navigation.survey.link,label,Survey,Encuesta,needs_review,9d0fd3b888fc1dc8b4d0c2ff00bcae0cf3d63d25e47f6a4c97f8586b45aa5e1e,false,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.navigation.voting,value,Voting,Votación,needs_review,9b08baaa10644d9dc1f5eff7b5dfe60763679ea42a37e04461ed9511e33e9be5,false,checked_in_public_catalog,,
site,global.navigation.voting.label,value,Voting,Elecciones,needs_review,9b08baaa10644d9dc1f5eff7b5dfe60763679ea42a37e04461ed9511e33e9be5,false,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.navigation.voting.link,label,Voting,Elecciones,needs_review,a5b65aa4be9009ec328db512b08af417be68f5986f01030befad11f9ee163d3a,false,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.office.name,value,Office of Assemblywoman Carmen Theresa Morales,Office of Assemblywoman Carmen Theresa Morales,needs_review,0777ca344c8559adca574a62bc0a92d3ff537fe2fd3b0947f14ada877e0f2ee4,true,"public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.office.tagline,value,"Constituent services, legislative information, voting resources, and district office access for New Jersey's 34th Legislative District.","Servicios para residentes, información legislativa, recursos electorales y acceso a la oficina del distrito para el Distrito Legislativo 34 de Nueva Jersey.",needs_review,4c0c131be72b6eb9d44a17b7803247755ab12c171a9895c8e4694dba450e7b22,false,"checked_in_public_catalog,public_html:/,public_html:/about,public_html:/community,public_html:/contact,public_html:/news,public_html:/newsletter,public_html:/newsletter/confirm,public_html:/privacy,public_html:/resources,public_html:/social,public_html:/survey,public_html:/voting",,
site,global.skip,value,Skip to content,Saltar al contenido,needs_review,cd982a447c7a52631781015fb0b8f4900666caa12a8859062ee3a7c77871ecdd,false,"checked_in_public_catalog,checked_in_stable_catalog",,
site,home.connections.body,value,Newsletter signup stays on this website. Volunteer responses and legislative messages open their official external forms.,,missing,5d95b1e1442654a0dfb9b165f8b0177ff9b4b68196ec5113808abb362e736a07,false,public_html:/,,
site,home.connections.eyebrow,value,Connect with District 34,,missing,8d4862a94364bf8c6554474b1a26686f2437d21b1517e2a7ab3d10d0fb0f93ce,false,public_html:/,,
site,home.connections.newsletter.body,value,"Request updates here, then confirm through the email sent to your inbox before the subscription becomes active.",,missing,1b8fb1fb9ac49e93527d9978eacfaef4b96ea386a56db2d4bef296b2af8dbc4f,false,public_html:/,,
site,home.connections.newsletter.eyebrow,value,Email updates,Novedades por correo electrónico,needs_review,bd085163d0f3c9a8042d3bc9b4f3646f21b4bd8485aea4bbc5dbb12c55956601,false,public_html:/,,
site,home.connections.newsletter.title,value,Get the District Newsletter,,missing,10906c96a8819107b05a992feccb3e87737d3c638abb45f33c4d8ebc98a37f1c,false,public_html:/,,
site,home.connections.title,value,Choose the right way to take part,,missing,7aae0b941db68d0eae61873d168f9296fe79f073b87d06be4e60ff466dc909cc,false,public_html:/,,
site,home.hero.body,value,"Find district office contact information, official legislative resources, voting guidance, and ways to request help with a New Jersey state agency.","Encuentre información de contacto de la oficina del distrito, recursos legislativos oficiales, orientación electoral y maneras de solicitar ayuda con una agencia estatal de Nueva Jersey.",needs_review,80c4d4f1ab8733f98021006437d7bee42c05fcc21855ce84d4f42c8c4ad37880,false,"checked_in_stable_catalog,public_html:/",,
site,home.hero.eyebrow,value,New Jersey General Assembly - District 34,Asamblea General de Nueva Jersey - Distrito 34,needs_review,15cc6cf4af03bb0e35327ba97fb80d3078d3219ce616d9166ffe169781157769,false,"checked_in_stable_catalog,public_html:/",,
site,home.hero.news-cta,label,News & Updates,Noticias y novedades,needs_review,79f07dc402ece335b6fb24c8e72ac8a1ed7355949e787a302334d399a9299459,false,public_html:/,,
site,home.hero.newsletter-cta,label,Get the Newsletter,,missing,93ef32af75371263eb892e180af6ac665547c029be15544dc6f9d78b25d14412,false,public_html:/,,
site,home.hero.primary-cta,label,Contact the Office,Contactar a la oficina,needs_review,f22cb79c2d8cc19521dca6f4a770ad51a5dfb17f95d5e6cabfb4db208fa56648,false,public_html:/,,
site,home.hero.title,value,District 34 Constituent Services and Community Updates,Servicios para residentes y novedades comunitarias del Distrito 34,needs_review,1e9d0ea399842ca395fd8e41665407d4385f21fc93b83f0304d6ee58cada6961,false,"checked_in_stable_catalog,public_html:/",,
site,home.latest.eyebrow,value,News & Updates,Noticias y novedades,needs_review,23407d132b350741d5d6c03dd542cac80a2189ca2ad62d4419ff9dc0d98a8f5e,false,public_html:/,,
site,home.latest.title,value,Latest from the district office,,missing,820b96b248bc26803f694eedb2852dd7a762c3575685bd9636bbddf15d18fc80,false,public_html:/,,
site,home.official.body,value,"A concise snapshot of the current public roster, with direct links back to the official state record.",,missing,d2f0b83cf449aebc8cee864d59d3045c6d372d2a570a48f2f7b5b12e21e26664,false,public_html:/,,
site,home.official.eyebrow,value,Official New Jersey Legislature record,,missing,bea0e795407b5a702e01c348b213e334d6adb31cba804c977ea1770c6e7f1bfe,false,public_html:/,,
site,home.official.title,value,Your District 34 representative,,missing,0865efb6be199010b1b2112419b1c7b95ab1a558c02e0fca49bb691819a7829b,false,public_html:/,,
site,home.portal.eyebrow,value,Constituent Portal,Portal para residentes,needs_review,68a0f068b921cdc6c9e28e5664667dcd5f4c7d1da013a2383b39683950ffc84f,false,checked_in_stable_catalog,,
site,home.portal.title,value,Core public workflows,Servicios públicos principales,needs_review,402bfeeb22640fc2ebebcc0f2a2cb6b7a636461e8ffef24c56d39444c3f7c0e6,false,checked_in_stable_catalog,,
site,home.stats.access.label,value,"Office, voting, and contact resources","Recursos de la oficina, electorales y de contacto",needs_review,77cf355a22afefae18b7453651ebecd20cf35257b36a23e23944a49f9a7131de,false,public_html:/,,
site,home.stats.access.value,value,Access,Acceso,needs_review,3f37ab060318d444c8cc0383a130396960a2c35ed45f8ab898f66b96f4f76456,false,public_html:/,,
site,home.stats.services.label,value,Help navigating New Jersey agencies,Ayuda para orientarse entre las agencias de Nueva Jersey,needs_review,75a3b44b1603ea874a8194c1985b65a650c11b14e6da0dd4fb476099a7058f26,false,public_html:/,,
site,home.stats.services.value,value,Services,Servicios,needs_review,ece986839da83304a4b8052b0cc4312d3d1f1174c88dd474a000e503828d60d2,false,public_html:/,,
site,home.stats.updates.label,value,Legislation and district information,Legislación e información del distrito,needs_review,ef1fcf4e714454e46e1ad941132e84eea645e10fc884c5f967d29ffb5095d5d5,false,public_html:/,,
